2026/04/14 10:38:53.741, 0, Tesla V100-PCIE-32GB, GPU-2b02fe7c-739f-0ee7-8cf6-daa4f686e326, 580.105.08, 32768, 0, 32495, 0, 0, 28, 23.87, 250.00
2026/04/14 10:38:53.744, 1, Tesla V100-PCIE-32GB, GPU-87f6e4d0-8ce7-de6a-8223-009858b62e97, 580.105.08, 32768, 0, 32495, 0, 0, 28, 24.61, 250.00
