pmon_snapshot(pid,sm,mem,enc,dec,command) - sampled every 1s
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:41:43       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:44       0    1119772     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:44       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:46       0    1119772     C     43     34      -      -      -      -   2144      0    python         
 20260414    10:41:46       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:47       0    1119772     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:47       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:48       0    1119772     C     43     34      -      -      -      -   2144      0    python         
 20260414    10:41:48       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:41:49       0    1119772     C     45     35      -      -      -      -   2144      0    python         
 20260414    10:41:49       1    1119773     C     45     35      -      -      -      -   2144      0    python         
 20260414    10:41:50       0    1119772     C     44     36      -      -      -      -   2144      0    python         
 20260414    10:41:50       1    1119773     C     46     36      -      -      -      -   2144      0    python         
 20260414    10:41:51       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:41:51       1    1119773     C     46     37      -      -      -      -   2144      0    python         
 20260414    10:41:52       0    1119772     C     53     41      -      -      -      -   2144      0    python         
 20260414    10:41:52       1    1119773     C     45     36      -      -      -      -   2144      0    python         
 20260414    10:41:53       0    1119772     C     50     40      -      -      -      -   2144      0    python         
 20260414    10:41:53       1    1119773     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:41:54       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:41:54       1    1119773     C     46     37      -      -      -      -   2144      0    python         
 20260414    10:41:55       0    1119772     C     49     39      -      -      -      -   2144      0    python         
 20260414    10:41:55       1    1119773     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:41:56       0    1119772     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:41:56       1    1119773     C     51     41      -      -      -      -   2144      0    python         
 20260414    10:41:57       0    1119772     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:41:57       1    1119773     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:41:58       0    1119772     C     49     39      -      -      -      -   2144      0    python         
 20260414    10:41:58       1    1119773     C     54     43      -      -      -      -   2144      0    python         
 20260414    10:41:59       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:41:59       1    1119773     C     53     42      -      -      -      -   2144      0    python         
 20260414    10:42:00       0    1119772     C     43     34      -      -      -      -   2144      0    python         
 20260414    10:42:00       1    1119773     C     46     36      -      -      -      -   2144      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:42:02       0    1119772     C     50     40      -      -      -      -   2144      0    python         
 20260414    10:42:02       1    1119773     C     46     37      -      -      -      -   2144      0    python         
 20260414    10:42:03       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:03       1    1119773     C     54     43      -      -      -      -   2144      0    python         
 20260414    10:42:04       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:04       1    1119773     C     54     43      -      -      -      -   2144      0    python         
 20260414    10:42:05       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:05       1    1119773     C     54     43      -      -      -      -   2144      0    python         
 20260414    10:42:06       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:06       1    1119773     C     53     42      -      -      -      -   2144      0    python         
 20260414    10:42:07       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:07       1    1119773     C     54     42      -      -      -      -   2144      0    python         
 20260414    10:42:08       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:08       1    1119773     C     55     43      -      -      -      -   2144      0    python         
 20260414    10:42:09       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:09       1    1119773     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:42:10       0    1119772     C     45     35      -      -      -      -   2144      0    python         
 20260414    10:42:10       1    1119773     C     43     34      -      -      -      -   2144      0    python         
 20260414    10:42:11       0    1119772     C     44     36      -      -      -      -   2144      0    python         
 20260414    10:42:11       1    1119773     C     38     31      -      -      -      -   2144      0    python         
 20260414    10:42:12       0    1119772     C     45     36      -      -      -      -   2144      0    python         
 20260414    10:42:12       1    1119773     C     40     32      -      -      -      -   2144      0    python         
 20260414    10:42:13       0    1119772     C     45     36      -      -      -      -   2144      0    python         
 20260414    10:42:13       1    1119773     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:42:14       0    1119772     C     45     35      -      -      -      -   2144      0    python         
 20260414    10:42:14       1    1119773     C     45     35      -      -      -      -   2144      0    python         
 20260414    10:42:15       0    1119772     C     46     36      -      -      -      -   2144      0    python         
 20260414    10:42:15       1    1119773     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:17       0    1119772     C     49     39      -      -      -      -   2144      0    python         
 20260414    10:42:17       1    1119773     C     55     43      -      -      -      -   2144      0    python         
 20260414    10:42:18       0    1119772     C     52     40      -      -      -      -   2144      0    python         
 20260414    10:42:18       1    1119773     C     48     37      -      -      -      -   2144      0    python         
 20260414    10:42:19       0    1119772     C     55     43      -      -      -      -   2144      0    python         
 20260414    10:42:19       1    1119773     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:20       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:20       1    1119773     C     46     36      -      -      -      -   2144      0    python         
 20260414    10:42:21       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:21       1    1119773     C     50     39      -      -      -      -   2144      0    python         
 20260414    10:42:22       0    1119772     C     47     38      -      -      -      -   2144      0    python         
 20260414    10:42:22       1    1119773     C     47     38      -      -      -      -   2144      0    python         
 20260414    10:42:23       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:23       1    1119773     C     50     40      -      -      -      -   2144      0    python         
 20260414    10:42:24       0    1119772     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:42:24       1    1119773     C     51     40      -      -      -      -   2144      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:42:25       0    1119772     C     45     36      -      -      -      -   2144      0    python         
 20260414    10:42:25       1    1119773     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:42:26       0    1119772     C     46     36      -      -      -      -   2144      0    python         
 20260414    10:42:26       1    1119773     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:42:27       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:27       1    1119773     C     52     41      -      -      -      -   2144      0    python         
 20260414    10:42:28       0    1119772     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:42:28       1    1119773     C     52     41      -      -      -      -   2144      0    python         
 20260414    10:42:29       0    1119772     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:42:29       1    1119773     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:30       0    1119772     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:30       1    1119773     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:42:31       0    1119772     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:42:31       1    1119773     C     51     40      -      -      -      -   2144      0    python         
 20260414    10:42:33       0    1119772     C     44     35      -      -      -      -   2144      0    python         
 20260414    10:42:33       1    1119773     C     44     36      -      -      -      -   2144      0    python         
 20260414    10:42:34       0    1119772     C     50     39      -      -      -      -   2144      0    python         
 20260414    10:42:34       1    1119773     C     53     42      -      -      -      -   2144      0    python         
 20260414    10:42:35       0    1119772     C     49     39      -      -      -      -   2144      0    python         
 20260414    10:42:35       1    1119773     C     55     43      -      -      -      -   2144      0    python         
 20260414    10:42:36       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:36       1    1119773     C     54     43      -      -      -      -   2144      0    python         
 20260414    10:42:37       0    1119772     C     44     34      -      -      -      -   2144      0    python         
 20260414    10:42:37       1    1119773     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:38       0    1119772     C     53     42      -      -      -      -   2144      0    python         
 20260414    10:42:38       1    1119773     C     50     39      -      -      -      -   2144      0    python         
 20260414    10:42:39       0    1119772     C     53     42      -      -      -      -   2144      0    python         
 20260414    10:42:39       1    1119773     C     47     37      -      -      -      -   2144      0    python         
 20260414    10:42:40       0    1119772     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:40       1    1119773     C     49     38      -      -      -      -   2144      0    python         
 20260414    10:42:41       0    1119772     C     46     36      -      -      -      -   2144      0    python         
 20260414    10:42:41       1    1119773     C     48     38      -      -      -      -   2144      0    python         
 20260414    10:42:42       0    1119772     C     46     37      -      -      -      -   2144      0    python         
 20260414    10:42:42       1    1119773     C     44     35      -      -      -      -   5544      0    python         
 20260414    10:42:43       0    1119772     C     46     40      -      -      -      -   6384      0    python         
 20260414    10:42:43       1    1119773     C     46     40      -      -      -      -   6384      0    python         
 20260414    10:42:44       0    1119772     C     61     54      -      -      -      -   6384      0    python         
 20260414    10:42:44       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:45       0    1119772     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:42:45       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:46       0    1119772     C     67     58      -      -      -      -   6384      0    python         
 20260414    10:42:46       1    1119773     C     63     56      -      -      -      -   6384      0    python         
 20260414    10:42:48       0    1119772     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:42:48       1    1119773     C     61     53      -      -      -      -   6384      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:42:49       0    1119772     C     66     57      -      -      -      -   6384      0    python         
 20260414    10:42:49       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:50       0    1119772     C     63     54      -      -      -      -   6384      0    python         
 20260414    10:42:50       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:51       0    1119772     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:51       1    1119773     C     63     54      -      -      -      -   6384      0    python         
 20260414    10:42:52       0    1119772     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:42:52       1    1119773     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:42:53       0    1119772     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:42:53       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:54       0    1119772     C     68     59      -      -      -      -   6384      0    python         
 20260414    10:42:54       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:42:55       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:42:55       1    1119773     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:42:56       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:42:56       1    1119773     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:42:57       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:42:57       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:42:58       0    1119772     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:42:58       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:42:59       0    1119772     C     63     55      -      -      -      -   6384      0    python         
 20260414    10:42:59       1    1119773     C     66     58      -      -      -      -   6384      0    python         
 20260414    10:43:00       0    1119772     C     63     55      -      -      -      -   6384      0    python         
 20260414    10:43:00       1    1119773     C     66     58      -      -      -      -   6384      0    python         
 20260414    10:43:01       0    1119772     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:43:01       1    1119773     C     64     56      -      -      -      -   6384      0    python         
 20260414    10:43:03       0    1119772     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:43:03       1    1119773     C     60     52      -      -      -      -   6384      0    python         
 20260414    10:43:04       0    1119772     C     66     58      -      -      -      -   6384      0    python         
 20260414    10:43:04       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:43:05       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:43:05       1    1119773     C     60     53      -      -      -      -   6384      0    python         
 20260414    10:43:06       0    1119772     C     68     61      -      -      -      -   6384      0    python         
 20260414    10:43:06       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:43:07       0    1119772     C     69     62      -      -      -      -   6384      0    python         
 20260414    10:43:07       1    1119773     C     59     52      -      -      -      -   6384      0    python         
 20260414    10:43:08       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:43:08       1    1119773     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:43:09       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:43:09       1    1119773     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:43:10       0    1119772     C     69     60      -      -      -      -   6384      0    python         
 20260414    10:43:10       1    1119773     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:43:11       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:43:11       1    1119773     C     60     53      -      -      -      -   6384      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:43:12       0    1119772     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:43:12       1    1119773     C     60     51      -      -      -      -   6384      0    python         
 20260414    10:43:13       0    1119772     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:43:13       1    1119773     C     60     52      -      -      -      -   6384      0    python         
 20260414    10:43:14       0    1119772     C     60     53      -      -      -      -   6384      0    python         
 20260414    10:43:14       1    1119773     C     63     56      -      -      -      -   6384      0    python         
 20260414    10:43:15       0    1119772     C     61     54      -      -      -      -   6384      0    python         
 20260414    10:43:15       1    1119773     C     63     55      -      -      -      -   6384      0    python         
 20260414    10:43:16       0    1119772     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:43:16       1    1119773     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:43:17       0    1119772     C     63     56      -      -      -      -   6384      0    python         
 20260414    10:43:17       1    1119773     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:43:19       0    1119772     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:43:19       1    1119773     C     65     57      -      -      -      -   6384      0    python         
 20260414    10:43:20       0    1119772     C     68     60      -      -      -      -   6384      0    python         
 20260414    10:43:20       1    1119773     C     62     53      -      -      -      -   6384      0    python         
 20260414    10:43:21       0    1119772     C     66     58      -      -      -      -   6384      0    python         
 20260414    10:43:21       1    1119773     C     63     56      -      -      -      -   6384      0    python         
 20260414    10:43:22       0    1119772     C     67     59      -      -      -      -   6384      0    python         
 20260414    10:43:22       1    1119773     C     62     55      -      -      -      -   6384      0    python         
 20260414    10:43:23       0    1119772     C     64     57      -      -      -      -   6384      0    python         
 20260414    10:43:23       1    1119773     C     60     53      -      -      -      -   6384      0    python         
 20260414    10:43:24       0    1119772     C     62     54      -      -      -      -   6384      0    python         
 20260414    10:43:24       1    1119773     C     58     51      -      -      -      -   6384      0    python         
 20260414    10:43:25       0    1119772     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:43:25       1    1119773     C     58     51      -      -      -      -   6384      0    python         
 20260414    10:43:26       0    1119772     C     61     53      -      -      -      -   6384      0    python         
 20260414    10:43:26       1    1119773     C     58     51      -      -      -      -   6384      0    python         
 20260414    10:43:27       0    1119772     C     59     52      -      -      -      -   6384      0    python         
 20260414    10:43:27       1    1119773     C     59     51      -      -      -      -   6384      0    python         
 20260414    10:43:28       0    1119772     C     59     51      -      -      -      -   6384      0    python         
 20260414    10:43:28       1    1119773     C     59     53      -      -      -      -   6384      0    python         
 20260414    10:43:29       0    1119772     C     60     54      -      -      -      -   6384      0    python         
 20260414    10:43:29       1    1119773     C     58     51      -      -      -      -   6384      0    python         
 20260414    10:43:30       0    1119772     C     52     45      -      -      -      -   6444      0    python         
 20260414    10:43:30       1    1119773     C     57     50      -      -      -      -   6384      0    python         
 20260414    10:43:31       0    1119772     C     56     49      -      -      -      -   6444      0    python         
 20260414    10:43:31       1    1119773     C     57     49      -      -      -      -   6384      0    python         
 20260414    10:43:32       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:43:32       1    1119773     C     54     47      -      -      -      -   6444      0    python         
 20260414    10:43:34       0    1119772     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:43:34       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:43:35       0    1119772     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:43:35       1    1119773     C     60     53      -      -      -      -   6444      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:43:36       0    1119772     C     58     51      -      -      -      -   6444      0    python         
 20260414    10:43:36       1    1119773     C     59     51      -      -      -      -   6444      0    python         
 20260414    10:43:37       0    1119772     C     57     50      -      -      -      -   6444      0    python         
 20260414    10:43:37       1    1119773     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:43:38       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:43:38       1    1119773     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:43:39       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:43:39       1    1119773     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:43:40       0    1119772     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:43:40       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:43:41       0    1119772     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:43:41       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:43:42       0    1119772     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:43:42       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:43:43       0    1119772     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:43:43       1    1119773     C     65     58      -      -      -      -   6444      0    python         
 20260414    10:43:44       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:43:44       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:43:45       0    1119772     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:43:45       1    1119773     C     65     58      -      -      -      -   6444      0    python         
 20260414    10:43:46       0    1119772     C     59     52      -      -      -      -   6444      0    python         
 20260414    10:43:46       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:43:47       0    1119772     C     58     51      -      -      -      -   6444      0    python         
 20260414    10:43:47       1    1119773     C     60     54      -      -      -      -   6444      0    python         
 20260414    10:43:49       0    1119772     C     58     50      -      -      -      -   6444      0    python         
 20260414    10:43:49       1    1119773     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:43:50       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:43:50       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:43:51       0    1119772     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:43:51       1    1119773     C     68     59      -      -      -      -   6444      0    python         
 20260414    10:43:52       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:43:52       1    1119773     C     66     58      -      -      -      -   6444      0    python         
 20260414    10:43:53       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:43:53       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:43:54       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:43:54       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:43:55       0    1119772     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:43:55       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:43:56       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:43:56       1    1119773     C     68     59      -      -      -      -   6444      0    python         
 20260414    10:43:57       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:43:57       1    1119773     C     67     58      -      -      -      -   6444      0    python         
 20260414    10:43:58       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:43:58       1    1119773     C     67     59      -      -      -      -   6444      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:43:59       0    1119772     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:43:59       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:44:00       0    1119772     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:00       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:01       0    1119772     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:01       1    1119773     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:02       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:02       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:44:04       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:04       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:44:05       0    1119772     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:05       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:44:06       0    1119772     C     63     54      -      -      -      -   6444      0    python         
 20260414    10:44:06       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:07       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:07       1    1119773     C     59     51      -      -      -      -   6444      0    python         
 20260414    10:44:08       0    1119772     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:08       1    1119773     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:09       0    1119772     C     67     58      -      -      -      -   6444      0    python         
 20260414    10:44:09       1    1119773     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:10       0    1119772     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:10       1    1119773     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:44:11       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:11       1    1119773     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:12       0    1119772     C     60     53      -      -      -      -   6444      0    python         
 20260414    10:44:12       1    1119773     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:13       0    1119772     C     58     50      -      -      -      -   6444      0    python         
 20260414    10:44:13       1    1119773     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:44:14       0    1119772     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:14       1    1119773     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:44:15       0    1119772     C     59     52      -      -      -      -   6444      0    python         
 20260414    10:44:15       1    1119773     C     61     54      -      -      -      -   6444      0    python         
 20260414    10:44:16       0    1119772     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:16       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:44:17       0    1119772     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:17       1    1119773     C     64     57      -      -      -      -   6444      0    python         
 20260414    10:44:18       0    1119772     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:18       1    1119773     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:20       0    1119772     C     48     42      -      -      -      -   6444      0    python         
 20260414    10:44:20       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:44:21       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:21       1    1119773     C     59     51      -      -      -      -   6444      0    python         
 20260414    10:44:22       0    1119772     C     64     57      -      -      -      -   6444      0    python         
 20260414    10:44:22       1    1119773     C     64     57      -      -      -      -   6444      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260414    10:44:23       0    1119772     C     59     52      -      -      -      -   6444      0    python         
 20260414    10:44:23       1    1119773     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:44:24       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:24       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:25       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:44:25       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:26       0    1119772     C     59     52      -      -      -      -   6444      0    python         
 20260414    10:44:26       1    1119773     C     63     55      -      -      -      -   6444      0    python         
 20260414    10:44:27       0    1119772     C     60     52      -      -      -      -   6444      0    python         
 20260414    10:44:27       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:28       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:28       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:29       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:29       1    1119773     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:30       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:30       1    1119773     C     67     59      -      -      -      -   6444      0    python         
 20260414    10:44:31       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:31       1    1119773     C     67     58      -      -      -      -   6444      0    python         
 20260414    10:44:32       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:32       1    1119773     C     67     58      -      -      -      -   6444      0    python         
 20260414    10:44:33       0    1119772     C     64     56      -      -      -      -   6444      0    python         
 20260414    10:44:33       1    1119773     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:35       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:35       1    1119773     C     63     54      -      -      -      -   6444      0    python         
 20260414    10:44:36       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:36       1    1119773     C     66     59      -      -      -      -   6444      0    python         
 20260414    10:44:37       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:37       1    1119773     C     70     62      -      -      -      -   6444      0    python         
 20260414    10:44:38       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:38       1    1119773     C     70     63      -      -      -      -   6444      0    python         
 20260414    10:44:39       0    1119772     C     63     56      -      -      -      -   6444      0    python         
 20260414    10:44:39       1    1119773     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:40       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:40       1    1119773     C     68     60      -      -      -      -   6444      0    python         
 20260414    10:44:41       0    1119772     C     61     53      -      -      -      -   6444      0    python         
 20260414    10:44:41       1    1119773     C     68     59      -      -      -      -   6444      0    python         
 20260414    10:44:42       0    1119772     C     62     55      -      -      -      -   6444      0    python         
 20260414    10:44:42       1    1119773     C     65     57      -      -      -      -   6444      0    python         
 20260414    10:44:43       0    1119772     C     62     54      -      -      -      -   6444      0    python         
 20260414    10:44:43       1    1119773     C     58     51      -      -      -      -   6444      0    python         
 20260414    10:44:44       0    1119772     C     64     56      -      -      -      -   6444      0    python         
