pmon_snapshot(pid,sm,mem,enc,dec,command) - sampled every 1s
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:51:30       0    2163741     C     54     17      -      -      -      -   1438      0    python         
 20260419    16:51:31       0    2163741     C     48     16      -      -      -      -   1438      0    python         
 20260419    16:51:32       0    2163741     C     56     19      -      -      -      -   1438      0    python         
 20260419    16:51:33       0    2163741     C     48     16      -      -      -      -   1438      0    python         
 20260419    16:51:34       0    2163741     C     55     18      -      -      -      -   1438      0    python         
 20260419    16:51:35       0    2163741     C     50     16      -      -      -      -   1438      0    python         
 20260419    16:51:36       0    2163741     C     53     17      -      -      -      -   1458      0    python         
 20260419    16:51:37       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:51:38       0    2163741     C     55     18      -      -      -      -   1458      0    python         
 20260419    16:51:39       0    2163741     C     34     11      -      -      -      -   1458      0    python         
 20260419    16:51:40       0    2163741     C     41     13      -      -      -      -   1458      0    python         
 20260419    16:51:41       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:51:42       0    2163741     C     54     17      -      -      -      -   1458      0    python         
 20260419    16:51:43       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:51:44       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:51:45       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:51:46       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:51:47       0    2163741     C     52     17      -      -      -      -   1458      0    python         
 20260419    16:51:49       0    2163741     C     49     16      -      -      -      -   1458      0    python         
 20260419    16:51:50       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:51:51       0    2163741     C     50     16      -      -      -      -   1458      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:51:52       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:51:53       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:51:54       0    2163741     C     48     16      -      -      -      -   1458      0    python         
 20260419    16:51:55       0    2163741     C     55     18      -      -      -      -   1458      0    python         
 20260419    16:51:56       0    2163741     C     31     10      -      -      -      -   1458      0    python         
 20260419    16:51:57       0    2163741     C     47     15      -      -      -      -   1458      0    python         
 20260419    16:51:58       0    2163741     C     53     17      -      -      -      -   1458      0    python         
 20260419    16:51:59       0    2163741     C     49     16      -      -      -      -   1458      0    python         
 20260419    16:52:00       0    2163741     C     54     18      -      -      -      -   1458      0    python         
 20260419    16:52:01       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:02       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:03       0    2163741     C     50     17      -      -      -      -   1458      0    python         
 20260419    16:52:04       0    2163741     C     49     16      -      -      -      -   1458      0    python         
 20260419    16:52:05       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:06       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:07       0    2163741     C     53     17      -      -      -      -   1458      0    python         
 20260419    16:52:08       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:09       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:10       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:11       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:12       0    2163741     C     38     12      -      -      -      -   1458      0    python         
 20260419    16:52:13       0    2163741     C     38     12      -      -      -      -   1458      0    python         
 20260419    16:52:15       0    2163741     C     54     18      -      -      -      -   1458      0    python         
 20260419    16:52:16       0    2163741     C     49     16      -      -      -      -   1458      0    python         
 20260419    16:52:17       0    2163741     C     54     18      -      -      -      -   1458      0    python         
 20260419    16:52:18       0    2163741     C     48     16      -      -      -      -   1458      0    python         
 20260419    16:52:19       0    2163741     C     56     18      -      -      -      -   1458      0    python         
 20260419    16:52:20       0    2163741     C     47     15      -      -      -      -   1458      0    python         
 20260419    16:52:21       0    2163741     C     54     17      -      -      -      -   1458      0    python         
 20260419    16:52:22       0    2163741     C     49     16      -      -      -      -   1458      0    python         
 20260419    16:52:23       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:24       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:25       0    2163741     C     54     18      -      -      -      -   1458      0    python         
 20260419    16:52:26       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:27       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:28       0    2163741     C     49     15      -      -      -      -   1458      0    python         
 20260419    16:52:29       0    2163741     C     42     14      -      -      -      -   1458      0    python         
 20260419    16:52:30       0    2163741     C     34     11      -      -      -      -   1458      0    python         
 20260419    16:52:31       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:32       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:33       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:34       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:35       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:36       0    2163741     C     51     17      -      -      -      -   1458      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:52:37       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:38       0    2163741     C     53     17      -      -      -      -   1458      0    python         
 20260419    16:52:39       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:41       0    2163741     C     48     16      -      -      -      -   1458      0    python         
 20260419    16:52:42       0    2163741     C     55     18      -      -      -      -   1458      0    python         
 20260419    16:52:43       0    2163741     C     55     18      -      -      -      -   1458      0    python         
 20260419    16:52:44       0    2163741     C     49     15      -      -      -      -   1458      0    python         
 20260419    16:52:45       0    2163741     C     48     16      -      -      -      -   1458      0    python         
 20260419    16:52:46       0    2163741     C     39     13      -      -      -      -   1458      0    python         
 20260419    16:52:47       0    2163741     C     33     11      -      -      -      -   1458      0    python         
 20260419    16:52:48       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:49       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:50       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:51       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:52       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:53       0    2163741     C     50     17      -      -      -      -   1458      0    python         
 20260419    16:52:54       0    2163741     C     53     17      -      -      -      -   1458      0    python         
 20260419    16:52:55       0    2163741     C     50     17      -      -      -      -   1458      0    python         
 20260419    16:52:56       0    2163741     C     51     16      -      -      -      -   1458      0    python         
 20260419    16:52:57       0    2163741     C     50     16      -      -      -      -   1458      0    python         
 20260419    16:52:58       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:52:59       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:53:00       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:53:01       0    2163741     C     51     17      -      -      -      -   1458      0    python         
 20260419    16:53:02       0    2163741     C     43     14      -      -      -      -   1458      0    python         
 20260419    16:53:04       0    2163741     C     43     14      -      -      -      -   1458      0    python         
 20260419    16:53:05       0    2163741     C     47     15      -      -      -      -   1458      0    python         
 20260419    16:53:06       0    2163741     C     56     19      -      -      -      -   1458      0    python         
 20260419    16:53:07       0    2163741     C     48     16      -      -      -      -   1458      0    python         
 20260419    16:53:08       0    2163741     C     47     15      -      -      -      -    464      0    python         
 20260419    16:53:09       0    2163741     C     50     23      -      -      -      -   4620      0    python         
 20260419    16:53:10       0    2163741     C     79     38      -      -      -      -   4620      0    python         
 20260419    16:53:11       0    2163741     C     77     37      -      -      -      -   4620      0    python         
 20260419    16:53:12       0    2163741     C     78     38      -      -      -      -   4620      0    python         
 20260419    16:53:13       0    2163741     C     79     38      -      -      -      -   4620      0    python         
 20260419    16:53:14       0    2163741     C     79     39      -      -      -      -   4620      0    python         
 20260419    16:53:15       0    2163741     C     79     38      -      -      -      -   4620      0    python         
 20260419    16:53:16       0    2163741     C     79     38      -      -      -      -   4620      0    python         
 20260419    16:53:17       0    2163741     C     72     35      -      -      -      -   8360      0    python         
 20260419    16:53:18       0    2163741     C     39     18      -      -      -      -   8406      0    python         
 20260419    16:53:19       0    2163741     C     63     30      -      -      -      -   8406      0    python         
 20260419    16:53:20       0    2163741     C     77     38      -      -      -      -   8406      0    python         
 20260419    16:53:21       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:22       0    2163741     C     79     39      -      -      -      -   8406      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:53:23       0    2163741     C     79     39      -      -      -      -   8406      0    python         
 20260419    16:53:24       0    2163741     C     79     38      -      -      -      -   8406      0    python         
 20260419    16:53:25       0    2163741     C     79     38      -      -      -      -   8406      0    python         
 20260419    16:53:26       0    2163741     C     73     35      -      -      -      -   8406      0    python         
 20260419    16:53:27       0    2163741     C     70     33      -      -      -      -   8406      0    python         
 20260419    16:53:28       0    2163741     C     74     35      -      -      -      -   8406      0    python         
 20260419    16:53:29       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:31       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:32       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:33       0    2163741     C     79     38      -      -      -      -   8406      0    python         
 20260419    16:53:34       0    2163741     C     79     39      -      -      -      -   8406      0    python         
 20260419    16:53:35       0    2163741     C     79     39      -      -      -      -   8406      0    python         
 20260419    16:53:36       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:37       0    2163741     C     74     35      -      -      -      -   8406      0    python         
 20260419    16:53:38       0    2163741     C     71     34      -      -      -      -   8406      0    python         
 20260419    16:53:39       0    2163741     C     76     37      -      -      -      -   8406      0    python         
 20260419    16:53:40       0    2163741     C     79     38      -      -      -      -   8406      0    python         
 20260419    16:53:41       0    2163741     C     78     37      -      -      -      -   8406      0    python         
 20260419    16:53:42       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:43       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:44       0    2163741     C     78     38      -      -      -      -   8406      0    python         
 20260419    16:53:45       0    2163741     C     79     39      -      -      -      -   8406      0    python         
 20260419    16:53:46       0    2163741     C     69     32      -      -      -      -   8446      0    python         
 20260419    16:53:47       0    2163741     C     70     33      -      -      -      -   8446      0    python         
 20260419    16:53:48       0    2163741     C     78     37      -      -      -      -   8446      0    python         
 20260419    16:53:49       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:53:50       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:53:51       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:53:52       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:53:53       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:53:54       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:53:55       0    2163741     C     76     35      -      -      -      -   8446      0    python         
 20260419    16:53:56       0    2163741     C     75     35      -      -      -      -   8446      0    python         
 20260419    16:53:58       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:53:59       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:54:00       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:01       0    2163741     C     70     34      -      -      -      -   8446      0    python         
 20260419    16:54:02       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:03       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:04       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:54:05       0    2163741     C     72     33      -      -      -      -   8446      0    python         
 20260419    16:54:06       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:07       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:08       0    2163741     C     78     38      -      -      -      -   8446      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:54:09       0    2163741     C     72     35      -      -      -      -   8446      0    python         
 20260419    16:54:10       0    2163741     C     72     35      -      -      -      -   8446      0    python         
 20260419    16:54:11       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:12       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:54:13       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:14       0    2163741     C     75     35      -      -      -      -   8446      0    python         
 20260419    16:54:15       0    2163741     C     76     36      -      -      -      -   8446      0    python         
 20260419    16:54:16       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:17       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:18       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:19       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:20       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:21       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:22       0    2163741     C     72     35      -      -      -      -   8446      0    python         
 20260419    16:54:23       0    2163741     C     74     34      -      -      -      -   8446      0    python         
 20260419    16:54:25       0    2163741     C     78     37      -      -      -      -   8446      0    python         
 20260419    16:54:26       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:27       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:28       0    2163741     C     79     39      -      -      -      -   8446      0    python         
 20260419    16:54:29       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:30       0    2163741     C     77     37      -      -      -      -   8446      0    python         
 20260419    16:54:31       0    2163741     C     70     34      -      -      -      -   8446      0    python         
 20260419    16:54:32       0    2163741     C     77     37      -      -      -      -   8446      0    python         
 20260419    16:54:33       0    2163741     C     75     35      -      -      -      -   8446      0    python         
 20260419    16:54:34       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:35       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:36       0    2163741     C     79     38      -      -      -      -   8446      0    python         
 20260419    16:54:37       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:38       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:39       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:40       0    2163741     C     78     38      -      -      -      -   8446      0    python         
 20260419    16:54:41       0    2163741     C     76     36      -      -      -      -   8466      0    python         
 20260419    16:54:42       0    2163741     C     70     33      -      -      -      -   8466      0    python         
 20260419    16:54:43       0    2163741     C     72     35      -      -      -      -   8466      0    python         
 20260419    16:54:44       0    2163741     C     78     38      -      -      -      -   8466      0    python         
 20260419    16:54:45       0    2163741     C     78     38      -      -      -      -   8466      0    python         
 20260419    16:54:46       0    2163741     C     78     38      -      -      -      -   8466      0    python         
 20260419    16:54:47       0    2163741     C     79     38      -      -      -      -   8466      0    python         
 20260419    16:54:48       0    2163741     C     78     38      -      -      -      -   8466      0    python         
 20260419    16:54:49       0    2163741     C     78     38      -      -      -      -   8466      0    python         
 20260419    16:54:51       0    2163741     C     65     30      -      -      -      -   8526      0    python         
 20260419    16:54:52       0    2163741     C     37     17      -      -      -      -   8526      0    python         
 20260419    16:54:53       0    2163741     C     79     38      -      -      -      -   8526      0    python         
 20260419    16:54:54       0    2163741     C     78     37      -      -      -      -   8526      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:54:55       0    2163741     C     77     37      -      -      -      -   8526      0    python         
 20260419    16:54:56       0    2163741     C     78     38      -      -      -      -   8526      0    python         
 20260419    16:54:57       0    2163741     C     79     39      -      -      -      -   8526      0    python         
 20260419    16:54:58       0    2163741     C     78     38      -      -      -      -   8526      0    python         
 20260419    16:54:59       0    2163741     C     78     38      -      -      -      -   8526      0    python         
 20260419    16:55:00       0    2163741     C     78     38      -      -      -      -   8526      0    python         
 20260419    16:55:01       0    2163741     C     75     35      -      -      -      -   8786      0    python         
 20260419    16:55:02       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:03       0    2163741     C     72     36      -      -      -      -   8786      0    python         
 20260419    16:55:04       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:05       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:06       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:07       0    2163741     C     79     39      -      -      -      -   8786      0    python         
 20260419    16:55:08       0    2163741     C     79     39      -      -      -      -   8786      0    python         
 20260419    16:55:09       0    2163741     C     79     38      -      -      -      -   8786      0    python         
 20260419    16:55:10       0    2163741     C     76     36      -      -      -      -   8786      0    python         
 20260419    16:55:11       0    2163741     C     77     37      -      -      -      -   8786      0    python         
 20260419    16:55:12       0    2163741     C     73     35      -      -      -      -   8786      0    python         
 20260419    16:55:13       0    2163741     C     73     36      -      -      -      -   8786      0    python         
 20260419    16:55:14       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:15       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:16       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:18       0    2163741     C     78     38      -      -      -      -   8786      0    python         
 20260419    16:55:19       0    2163741     C     79     39      -      -      -      -   8786      0    python         
 20260419    16:55:20       0    2163741     C     73     33      -      -      -      -   8866      0    python         
 20260419    16:55:21       0    2163741     C     79     39      -      -      -      -   8866      0    python         
 20260419    16:55:22       0    2163741     C     79     39      -      -      -      -   8866      0    python         
 20260419    16:55:23       0    2163741     C     79     38      -      -      -      -   8866      0    python         
 20260419    16:55:24       0    2163741     C     69     33      -      -      -      -   8866      0    python         
 20260419    16:55:25       0    2163741     C     79     39      -      -      -      -   8866      0    python         
 20260419    16:55:26       0    2163741     C     78     38      -      -      -      -   8866      0    python         
 20260419    16:55:27       0    2163741     C     78     38      -      -      -      -   8866      0    python         
 20260419    16:55:28       0    2163741     C     77     37      -      -      -      -   8866      0    python         
 20260419    16:55:29       0    2163741     C     74     35      -      -      -      -   8866      0    python         
 20260419    16:55:30       0    2163741     C     78     38      -      -      -      -   8866      0    python         
 20260419    16:55:31       0    2163741     C     78     38      -      -      -      -   8866      0    python         
 20260419    16:55:32       0    2163741     C     79     38      -      -      -      -   8866      0    python         
 20260419    16:55:33       0    2163741     C     79     39      -      -      -      -   8866      0    python         
 20260419    16:55:34       0    2163741     C     78     38      -      -      -      -   8866      0    python         
 20260419    16:55:35       0    2163741     C     72     35      -      -      -      -   8866      0    python         
 20260419    16:55:36       0    2163741     C     78     39      -      -      -      -   8866      0    python         
 20260419    16:55:37       0    2163741     C     77     38      -      -      -      -   8886      0    python         
 20260419    16:55:38       0    2163741     C     76     36      -      -      -      -   8886      0    python         
 20260419    16:55:39       0    2163741     C     77     37      -      -      -      -   8886      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:55:40       0    2163741     C     78     37      -      -      -      -   8886      0    python         
 20260419    16:55:41       0    2163741     C     78     37      -      -      -      -   8886      0    python         
 20260419    16:55:42       0    2163741     C     78     38      -      -      -      -   8886      0    python         
 20260419    16:55:43       0    2163741     C     78     38      -      -      -      -   8886      0    python         
 20260419    16:55:45       0    2163741     C     68     33      -      -      -      -   8886      0    python         
 20260419    16:55:46       0    2163741     C     69     33      -      -      -      -   8886      0    python         
 20260419    16:55:47       0    2163741     C     77     37      -      -      -      -   8886      0    python         
 20260419    16:55:48       0    2163741     C     75     35      -      -      -      -   8886      0    python         
 20260419    16:55:49       0    2163741     C     77     37      -      -      -      -   8886      0    python         
 20260419    16:55:50       0    2163741     C     78     37      -      -      -      -   8886      0    python         
 20260419    16:55:51       0    2163741     C     79     39      -      -      -      -   8886      0    python         
 20260419    16:55:52       0    2163741     C     79     39      -      -      -      -   8886      0    python         
 20260419    16:55:53       0    2163741     C     78     38      -      -      -      -   8886      0    python         
 20260419    16:55:54       0    2163741     C     78     38      -      -      -      -   8886      0    python         
 20260419    16:55:55       0    2163741     C     78     38      -      -      -      -   8886      0    python         
 20260419    16:55:56       0    2163741     C     75     35      -      -      -      -   8926      0    python         
 20260419    16:55:57       0    2163741     C     75     34      -      -      -      -   8926      0    python         
 20260419    16:55:58       0    2163741     C     72     36      -      -      -      -   8926      0    python         
 20260419    16:55:59       0    2163741     C     76     37      -      -      -      -   8926      0    python         
 20260419    16:56:00       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:01       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:02       0    2163741     C     79     39      -      -      -      -   8926      0    python         
 20260419    16:56:03       0    2163741     C     79     39      -      -      -      -   8926      0    python         
 20260419    16:56:04       0    2163741     C     79     38      -      -      -      -   8926      0    python         
 20260419    16:56:05       0    2163741     C     77     36      -      -      -      -   8926      0    python         
 20260419    16:56:06       0    2163741     C     76     36      -      -      -      -   8926      0    python         
 20260419    16:56:07       0    2163741     C     73     35      -      -      -      -   8926      0    python         
 20260419    16:56:08       0    2163741     C     73     36      -      -      -      -   8926      0    python         
 20260419    16:56:09       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:10       0    2163741     C     78     37      -      -      -      -   8926      0    python         
 20260419    16:56:12       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:13       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:14       0    2163741     C     78     38      -      -      -      -   8926      0    python         
 20260419    16:56:15       0    2163741     C     74     34      -      -      -      -   8966      0    python         
 20260419    16:56:16       0    2163741     C     77     38      -      -      -      -   8966      0    python         
 20260419    16:56:17       0    2163741     C     78     38      -      -      -      -   8966      0    python         
 20260419    16:56:18       0    2163741     C     78     38      -      -      -      -   8966      0    python         
 20260419    16:56:19       0    2163741     C     78     39      -      -      -      -   8966      0    python         
 20260419    16:56:20       0    2163741     C     78     38      -      -      -      -   8966      0    python         
 20260419    16:56:21       0    2163741     C     72     35      -      -      -      -   8966      0    python         
 20260419    16:56:22       0    2163741     C     74     36      -      -      -      -   8966      0    python         
 20260419    16:56:23       0    2163741     C     78     38      -      -      -      -   8966      0    python         
 20260419    16:56:24       0    2163741     C     63     30      -      -      -      -   9006      0    python         
 20260419    16:56:25       0    2163741     C     51     23      -      -      -      -   9006      0    python         
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260419    16:56:26       0    2163741     C     78     37      -      -      -      -   9006      0    python         
 20260419    16:56:27       0    2163741     C     77     37      -      -      -      -   9006      0    python         
 20260419    16:56:28       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:29       0    2163741     C     79     39      -      -      -      -   9006      0    python         
 20260419    16:56:30       0    2163741     C     73     36      -      -      -      -   9006      0    python         
 20260419    16:56:31       0    2163741     C     73     36      -      -      -      -   9006      0    python         
 20260419    16:56:32       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:33       0    2163741     C     77     37      -      -      -      -   9006      0    python         
 20260419    16:56:34       0    2163741     C     76     37      -      -      -      -   9006      0    python         
 20260419    16:56:35       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:36       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:38       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:39       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:40       0    2163741     C     79     39      -      -      -      -   9006      0    python         
 20260419    16:56:41       0    2163741     C     79     39      -      -      -      -   9006      0    python         
 20260419    16:56:42       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:43       0    2163741     C     67     31      -      -      -      -   9006      0    python         
 20260419    16:56:44       0    2163741     C     70     33      -      -      -      -   9006      0    python         
 20260419    16:56:45       0    2163741     C     77     37      -      -      -      -   9006      0    python         
 20260419    16:56:46       0    2163741     C     78     37      -      -      -      -   9006      0    python         
 20260419    16:56:47       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:48       0    2163741     C     78     38      -      -      -      -   9006      0    python         
 20260419    16:56:49       0    2163741     C     79     38      -      -      -      -   9006      0    python         
 20260419    16:56:50       0    2163741     C     79     38      -      -      -      -   9006      0    python         
 20260419    16:56:51       0    2163741     C     79     38      -      -      -      -   9006      0    python         
 20260419    16:56:52       0    2163741     C     68     31      -      -      -      -   9026      0    python         
 20260419    16:56:53       0    2163741     C     76     36      -      -      -      -   9026      0    python         
