pmon_snapshot(pid,sm,mem,enc,dec,command) - sampled every 1s
#Date        Time         gpu         pid   type     sm    mem    enc    dec    jpg    ofa     fb   ccpm    command 
#YYYYMMDD    HH:MM:SS     Idx           #    C/G      %      %      %      %      %      %     MB     MB    name 
 20260421    17:10:01       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:02       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:03       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:04       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:05       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:06       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:07       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:08       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:09       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:10       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:11       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:12       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:13       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:14       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:15       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:16       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:17       0          -     -      -      -      -      -      -      -      -      -    -              
 20260421    17:10:18       0    4068623     C      1      0      -      -      -      -    312      0    python         
